ego_aid,name,pub_date,pub_year,title,cited_by_count,doi,wid,authors,work_type,ego_age,nb_coauthors
A5053150923,Thomas Borchert,2023-09-14,2023,"buddhism under capitalism <b>buddhism under capitalism</b> , edited by richard k. payne and fabio rambelli, london &amp; new york: bloomsburyacademic, 2023, 269 pp., £65.00, us$90.00 (hb), £21.99, us$29.95 (pb), isbn 978–1–3502–2832–0 (hb), isbn 978–1–3502–2833–7 (pb), isbn 978–1–3502–2835–1 (epdf), isbn 978–1–3502–2834–4 (eb)",0,https://doi.org/10.1080/13537903.2023.2243734,W4388737740,Thomas Borchert,article,32.0,1
A5046430560,Emily A. Bruce,2023-09-13,2023,determining the impact of vaccination on sars-cov-2 rt-pcr cycle threshold values and infectious viral titers,0,https://doi.org/10.1099/acmi.0.000597.v2,W4387097779,"Katherine Peterson, Julia P Snyder, Hannah W. Despres, Madaline M. Schmidt, Korin Eckstrom, Allison L. Unger, Marya P. Carmolli, Joseph L. Sevigny, David J. Shirley, Julie A. Dragon, W. Kelley Thomas, Emily A. Bruce, Jessica W. Crothers",preprint,13.0,13
A5006901996,William S. Keeton,2023-09-13,2023,an interdisciplinary framework for evaluating 19th century landscape paintings for ecological research,3,https://doi.org/10.1002/ecs2.4649,W4386552946,"Dana R. Warren, Harper M. Loeb, Peter Betjemann, Isabel A. Munck, William S. Keeton, David C. Shaw, Eleanor Jones Harvey",article,50.0,7
A5002326354,Deborah A. Neher,2023-09-12,2023,"<i>rhizoctonia</i> <i>solani</i> ag 1-ib, ag 1-ic, and ag 4-hgii cause bottom rot of field lettuce in vermont",3,https://doi.org/10.1094/pdis-04-23-0777-pdn,W4386817862,"Deborah A. Neher, Thomas R. Weicht, N.F. Olson, Tucker Andrews, C. Brodie",article,38.0,5
A5040821463,Peter Sheridan Dodds,2023-09-11,2023,reconstructing the dynamic directivity of unconstrained speech,2,https://doi.org/10.1109/i3da57090.2023.10289447,W4387872727,"Camille Noufi, Dejan Marković, Peter Sheridan Dodds",article,24.0,3
A5001775538,Hugh Garavan,2023-09-11,2023,"covariation of preadult environmental exposures, adult brain imaging phenotypes, and adult personality traits",6,https://doi.org/10.1038/s41380-023-02261-2,W4386944253,"Kaizhong Xue, Bo Gao, Feng Chen, Meiyun Wang, Jingliang Cheng, Bing Zhang, Wenzhen Zhu, Shijun Qiu, Zuojun Geng, Xiaochu Zhang, Guangbin Cui, Yongqiang Yu, Quan Zhang, Weihua Liao, Hui Zhang, Xiaojun Xu, Tong Han, Wen Qin, Feng Liu, Meng Liang, Lining Guo, Qiang Xu, Jiayuan Xu, Jilian Fu, Peng Zhang, Wei Li, Dapeng Shi, Caihong Wang, Su Lui, Zhihan Yan, Jing Zhang, Jiance Li, Dawei Wang, Junfang Xian, Kai Xu, Xi‐Nian Zuo, Long Jiang Zhang, Zhaoxiang Ye, Tobias Banaschewski, Gareth J. Barker, Arun L.W. Bokde, Sylvane Desrivières, Herta Flor, Antoine Grigis, Hugh Garavan, Penny Gowland, Andreas Heinz, Rüdiger Brühl, Jean‐Luc Martinot, Marie‐Laure Paillère Martinot, Éric Artiges, Frauke Nees, Dimitri Papadopoulos Orfanos, Hervé Lemaître, Luise Poustka, Sarah Hohmann, Nathalie Holz, Juliane H. Fröhner, Michael N. Smolka, Nilakshi Vaidya, Henrik Walter, Robert Whelan, Wen Shen, Yanwei Miao, Chunshui Yu",article,31.0,65
A5010472783,Beth D. Kirkpatrick,2023-09-10,2023,"safety and durable immunogenicity of the tv005 tetravalent dengue vaccine, across serotypes and age groups, in dengue-endemic bangladesh: a randomised, controlled trial",25,https://doi.org/10.1016/s1473-3099(23)00520-0,W4387082180,"MaryClaire Walsh, Mohammad Shafiul Alam, Kristen K. Pierce, Marya P. Carmolli, Masud Alam, Dorothy M. Dickson, Dan M Bak, Sajia Afreen, Forida Nazib, Golam Kibria, Firdausi Qadri, Sean A. Diehl, Anna P. Durbin, Stephen S. Whitehead, Rashidul Haque, Beth D. Kirkpatrick",article,28.0,16
A5066993330,David Punihaole,2023-09-10,2023,towards determining amyloid fibril structures using experimental constraints from raman spectroscopy,1,https://doi.org/10.26434/chemrxiv-2022-zrzmf-v5,W4386964116,"Madeline Harper, Uma Nudurupati, Riley J. Workman, Taras I. Lakoba, Nicholas D. Perez, Delaney Nelson, Yangguang Ou, David Punihaole",preprint,13.0,8
A5101459958,Daniel J. Weiss,2023-09-10,2023,dissection and isolation of region-specific decellularized lung tissue,0,https://doi.org/10.3791/65276,W4387159561,"Evan T. Hoffman, Isaac D. Downs, Brad de Young, Loredana Asarian, Daniel J. Weiss",article,58.0,5
A5040821463,Peter Sheridan Dodds,2023-09-09,2023,detecting stress in college freshmen from wearable sleep data,1,https://doi.org/10.31234/osf.io/eu896,W4386893982,"Laura S. P. Bloomfield, Mikaela Irene Fudolig, Peter Sheridan Dodds, Julia Kim, Jordan Llorin, Juniper Lovato, Ellen W. McGinnis, Ryan S. McGinnis, Matthew Price, Taylor H. Ricketts, Kathryn Stanton, Christopher M. Danforth",preprint,24.0,12
A5002034958,Christopher M. Danforth,2023-09-09,2023,a large clinical trial to improve well-being during the transition to college using wearables: the lived experiences measured using rings study,7,https://doi.org/10.1016/j.cct.2023.107338,W4386799970,"Matthew Price, Johanna E. Hidalgo, Yoshi M. Bird, Laura S. P. Bloomfield, Casey Buck, Janine Cerutti, Peter Sheridan Dodds, Mikaela Irene Fudolig, Rachel Gehman, Marc Hickok, Julia Kim, Jordan Llorin, Juniper Lovato, Ellen W. McGinnis, Ryan S. McGinnis, Richard J. Norton, Vanessa Ramirez, Kathryn Stanton, Taylor H. Ricketts, Christopher M. Danforth",article,17.0,20
A5023858070,Mary Cushman,2023-09-09,2023,cancer and the risk of perioperative arterial ischaemic events,2,https://doi.org/10.1093/ehjqcco/qcad057,W4387080663,"Babak B. Navi, Cenai Zhang, Jed H. Kaiser, Vanessa Liao, Mary Cushman, Scott E. Kasner, Mitchell S.V. Elkind, Scott T. Tagawa, Saketh R. Guntupalli, Mario Gaudino, Agnes Y.Y. Lee, Alok A. Khorana, Hooman Kamel",article,49.0,13
A5040283299,Bruce D. Beynnon,2023-09-09,2023,risk factors for concomitant meniscal injury with sport-related anterior cruciate ligament injury,3,https://doi.org/10.1177/23259671231196492,W4386563948,"Hailee Reist, Pamela M. Vacek, Nathan K. Endres, Timothy W. Tourville, Mathew Failla, Andrew G. Geeslin, Matthew G. Geeslin, Andy Borah, Mickey Krug, Rebecca H. Choquette, Mike Toth, Bruce D. Beynnon",article,37.0,12
A5019605511,Julie A. Dumas,2023-09-09,2023,examining the relationship between in vivo cholinergic integrity and cortical structure and function in healthy postmenopausal women using feobv pet,0,https://doi.org/10.1016/j.jagp.2023.02.024,W4386366094,"Alexander C. Conley, Brian D. Boyd, J. Patrick Begnoche, Tonnar Castellano, Adam J. Rosenberg, Brittany Bosko, Julie A. Dumas, Paul Newhouse",article,22.0,8
A5023858070,Mary Cushman,2023-09-09,2023,race-dependent association of high-density lipoprotein cholesterol levels with incident coronary artery disease,0,https://doi.org/10.1530/ey.20.13.10,W4386604455,"Zakai NA, Jessica Minnier, Safford MM, Koh I, Irvin MR, Sergio Fazio, Mary Cushman, Howard VJ, M. Necmettin Pamir",article,49.0,9
A5005762300,Kathryn Hinkelman,2023-09-08,2023,ecological network analysis of integrated energy systems with modelica: a novel biomimetic approach for building design and operation,1,https://doi.org/10.26868/25222708.2023.1213,W4392628580,"Kathryn Hinkelman, Saranya Anbarasu, Wangda Zuo",article,4.0,3
A5023858070,Mary Cushman,2023-09-08,2023,life expectancy associated with different ages at diagnosis of type 2 diabetes in high-income countries: 23 million person-years of observation,96,https://doi.org/10.1016/s2213-8587(23)00223-1,W4386594957,"Stephen Kaptoge, SRK Seshasai, Liang Sun, Mark Walker, Tom Bolton, Sue Spackman, Feven Ataklte, Peter Willeit, Steven Bell, Stephen Burgess, Lisa Pennells, Servet Altay, Gerd Assmann, Yoav Ben‐Shlomo, LG Best, Cecilia Björkelund, D.T. Blazer, Hermann Brenner, Eric J. Brunner, Dagenais Gr, John A. Cooper, Cyrus Cooper, CJ Crespo, Mary Cushman, RB D’Agostino, Makoto Daimon, Lori B. Daniels, Rosie Danker, Karina W. Davidson, RT de Jongh, Chiara Donfrancesco, Pierre Ducimetière, PJM Elders, Gunnar Engström, Ian Ford, I Gallacher, Sjl Bakker, Uri Goldbourt, G de La Cámara, Sameline Grimsgaard, Vilmundur Guðnason, PO Hansson, Hironori Imano, J. Wouter Jukema, Christopher Kabrhel, Jussi Kauhanen, Maryam Kavousi, Stefan Kiechl, Matthew Knuiman, Daan Kromhout, HM Krumholz, Kuller Lh, Tiina Laatikainen, DA Lowler, HE Meyer, Kenneth J. Mukamal, Paul J. Nietert, Toshiharu Ninomiya, Dorothea Nitsch, Børge G. Nordestgaard, Luigi Palmieri, Jackie F. Price, P. M. Ridker, Qi Sun, Annika Rosengren, Ronan Roussel, Masaru Sakurai, Veikko Salomaa, Ben Schöttker, JE Shaw, Timo Strandberg, Johan Sundström, Hanna Tolonen, Aage Tverdal, WMM Verschuren, Henry Völzke, Lynne E. Wagenknecht, RB Wallace, S. Goya Wannamethee, N J Wareham, Sylvia Wassertheil‐Smoller, Kazumasa Yamagishi, Bu B. Yeap, Seamus C. Harrison, Michael Inouye, Simon J. Griffin, AS Butterworth, Angela Wood, SG Thompson, Naveed Sattar, John Danesh, Emanuele Di Angelantonio, RW Tipping, Sarah Russell, Michelle C. Johansen, MP Bancks, Morgana Mongraw‐Chaffin, Dianna J. Magliano, ELM Barr, PZ Zimmet",article,49.0,100
A5040821463,Peter Sheridan Dodds,2023-09-08,2023,allotaxonometry and rank-turbulence divergence: a universal instrument for comparing complex systems,6,https://doi.org/10.1140/epjds/s13688-023-00400-x,W4386845692,"Peter Sheridan Dodds, Joshua R. Minot, Michael Arnold, Thayer Alshaabi, Jane L. Adams, David Rushing Dewhurst, Tyler J. Gray, Morgan R. Frank, Andrew J. Reagan, Christopher M. Danforth",article,24.0,10
A5046430560,Emily A. Bruce,2023-09-08,2023,surveillance of vermont wildlife in 2021–2022 reveals no detected sars-cov-2 viral rna,7,https://doi.org/10.1038/s41598-023-39232-0,W4386477684,"Hannah W. Despres, Margaret G. Mills, Madaline M. Schmidt, Jolene Gov, Yaël Perez, Mars Jindrich, Allison M. L. Crawford, Warren T. Kohl, Elias Rosenblatt, Hannah C. Kubinski, Benjamin C. Simmons, Miles C. Nippes, Anne J. Goldenberg, Kristina E. Murtha, Samantha Nicoloro, Mia J. Harris, Avery C. Feeley, Taylor K. Gelinas, Maeve K. Cronin, Robert S. Frederick, Matthew Thomas, Meaghan E. Johnson, James R. Murphy, Elle B. Lenzini, Peter A. Carr, Danielle H. Berger, Soham P. Mehta, Christopher J. Floreani, Amelia C. Koval, Aleah L. Young, Jess H. Fish, Jack Wallace, Ella Chaney, Grace Ushay, Rebecca S. Ross, Erin M. Vostal, Maya C. Thisner, Kyliegh E. Gonet, Owen C. Deane, Kari R. Pelletiere, Vegas C. Rockafeller, Madeline Waterman, Tyler W. Barry, Catriona C. Goering, Sarah D. Shipman, Allie C. Shiers, Claire E. Reilly, Alanna M. Duff, Sarah L. Madruga, David J. Shirley, Keith R. Jerome, Ailyn C. Pérez-Osorio, Alexander L. Greninger, Nick Fortin, Brittany A. Mosher, Emily A. Bruce",article,13.0,56
A5005494593,Luis A. Duffaut Espinosa,2023-09-08,2023,backward and inner-approximation of output reachable sets via chen-fliess series<sup>*</sup>,0,https://doi.org/10.1109/allerton58177.2023.10313403,W4388675079,"Ivan Perez Avellaneda, Luis A. Duffaut Espinosa",article,16.0,2
A5058854710,Melissa H. Pespeni,2023-09-07,2023,simultaneous warming and acidification limit population fitness and reveal phenotype costs for a marine copepod,5,https://doi.org/10.1098/rspb.2023.1033,W4386466942,"James A. deMayo, Reid S. Brennan, Melissa H. Pespeni, Michael Finiguerra, Lydia Norton, Gihong Park, Hannes Baumann, Hans G. Dam",article,19.0,8
A5035455593,Laurent Hébert‐Dufresne,2023-09-06,2023,operationalizing cultural adaptation to climate change: contemporary examples from united states agriculture,6,https://doi.org/10.1098/rstb.2022.0397,W4386818407,"Timothy M. Waring, Meredith T. Niles, Matthew M. Kling, Stephanie Miller, Laurent Hébert‐Dufresne, Hossein Sabzian, Nicholas J. Gotelli, Brian J. McGill",article,13.0,8
A5014570718,Jason H. T. Bates,2023-09-06,2023,mechanical power and ventilator-induced lung injury: what does physics have to say?,9,https://doi.org/10.1164/rccm.202307-1292vp,W4386881494,"Jason H. T. Bates, David W. Kaczka, Michaela Kollisch‐Singule, Gary F. Nieman, Donald P. Gaver",article,34.0,5
A5070545248,J.H.C. Costa,2023-09-06,2023,barriers to recording calf health data on dairy farms in ontario,3,https://doi.org/10.3168/jdsc.2023-0398,W4386950055,"Kristen Y. Edwards, S.J. LeBlanc, T.J. DeVries, M.A. Steele, J.H.C. Costa, D.L. Renaud",article,16.0,6
A5036140974,Matthew Price,2023-09-05,2023,events and behaviors associated with symptoms of generalized anxiety disorder in first-year college students,2,https://doi.org/10.31234/osf.io/278ey,W4387184809,"Laura S. P. Bloomfield, Mikaela Irene Fudolig, Peter Sheridan Dodds, Julia Kim, Jordan Llorin, Juniper Lovato, Ellen W. McGinnis, Ryan S. McGinnis, Matthew Price, Taylor H. Ricketts, Kathryn Stanton, Christopher M. Danforth",preprint,17.0,12
A5020783528,Yvonne M. W. Janssen‐Heininger,2023-09-05,2023,glutaredoxin attenuates glutathione levels via deglutathionylation of otub1 and subsequent destabilization of system x<sub>c</sub><sup>−</sup>,19,https://doi.org/10.1126/sciadv.adi5192,W4386706493,"Reem Aboushousha, Jos van der Velden, Nicholas Hamilton, Zhihua Peng, Maximilian B. MacPherson, Cuixia Erickson, Sheryl L. White, Emiel F.�M. Wouters, Niki L. Reynaert, David J. Seward, Jianing Li, Yvonne Janssen‐Heininger",article,24.0,12
A5074355050,Andrea J. Etter,2023-09-05,2023,large-scale phenotypic and genomic characterization of<i>listeria monocytogenes</i>susceptibility to quaternary ammonium compounds,4,https://doi.org/10.1101/2023.09.07.556668,W4386602148,"Mirena Ivanova, Martin Laage Kragh, Judit Szarvas, Elif Seyda Tosun, Natacha Friis Holmud, Alexander Gmeiner, Corinne Amar, Claudia Guldimann, TuAnh N. Huynh, Renáta Karpíšková, Carmen Rota García, Diego Gómez, Eurydice Aboagye, Andrea J. Etter, Patrizia Centorame, Marina Torresi, Maria Elisabetta De Angelis, Francesco Pomilio, Anders H. Okholm, Yinghua Xiao, Sylvia Kleta, Stefanie Lueth, Ariane Pietzka, Jovana Kovačević, Franco Pagotto, Kathrin Rychli, Irena Zdovc, Bojan Papić, Even Heir, Solveig Langsrud, Trond Møretrø, Roger Stephan, Phillip Brown, Sophia Kathariou, Taurai Tasara, Frank M. Aarestrup, Patrick Murigu Kamau Njage, Annette Fagerlund, Lisbeth Truelstrup Hansen, Pimlapas Leekitcharoenphon",preprint,6.0,40
A5061707651,Joseph P. Near,2023-09-03,2023,de-identifying government datasets:,9,https://doi.org/10.6028/nist.sp.800-188,W2896811126,"Simson Garfinkel, Joseph P. Near, Aref N. Dajani, Phyllis Singer, Barbara Guttman",report,21.0,5
A5002034958,Christopher M. Danforth,2023-09-03,2023,allotaxonometry and rank-turbulence divergence: a universal instrument for comparing complex systems,6,https://doi.org/10.1140/epjds/s13688-023-00400-x,W4386845692,"Peter Sheridan Dodds, Joshua R. Minot, Michael Arnold, Thayer Alshaabi, Jane L. Adams, David Rushing Dewhurst, Tyler J. Gray, Morgan R. Frank, Andrew J. Reagan, Christopher M. Danforth",article,17.0,10
A5085232359,Nicholas J. Gotelli,2023-09-01,2023,operationalizing cultural adaptation to climate change: contemporary examples from united states agriculture,6,https://doi.org/10.1098/rstb.2022.0397,W4386818407,"Timothy M. Waring, Meredith T. Niles, Matthew M. Kling, Stephanie Miller, Laurent Hébert‐Dufresne, Hossein Sabzian, Nicholas J. Gotelli, Brian J. McGill",article,41.0,8
A5053327116,Mads Almassalkhi,2023-08-31,2023,improving frequency response with synthetic damping available from fleets of distributed energy resources,3,https://doi.org/10.1109/tpwrs.2023.3305435,W4385834315,"Hani Mavalizadeh, Luis A. Duffaut Espinosa, Mads Almassalkhi",article,12.0,3
A5016061803,Amber L. Doiron,2023-08-31,2023,differential effect of gold nanoparticles on cerebrovascular function and biomechanical properties,3,https://doi.org/10.14814/phy2.15789,W4386046764,"Ryan D. Hunt, Omid Sedighi, Wayne M. Clark, Amber L. Doiron, Marilyn J. Cipolla",article,24.0,5
A5058304577,Anthony W. D’Amato,2023-08-31,2023,"tree-level responses to commercial thinning in spruce-fir forests across northern maine, usa",4,https://doi.org/10.1016/j.foreco.2023.121358,W4386206146,"Bishnu Hari Wagle, Aaron R. Weiskittel, John‐Pascal Berrill, Anil Raj Kizha, Anthony W. D’Amato, David D. Marshall",article,21.0,6
A5001775538,Hugh Garavan,2023-08-31,2023,brain networks and adolescent alcohol use,12,https://doi.org/10.1001/jamapsychiatry.2023.2949,W4386272316,"Sarah W. Yip, Sarah Lichenstein, Qinghao Liang, Bader Chaarani, Alecia D. Dager, Godfrey D. Pearlson, Tobias Banaschewski, Arun L.W. Bokde, Sylvane Desrivières, Herta Flor, Antoine Grigis, Penny Gowland, Andreas Heinz, Rüdiger Brühl, Jean‐Luc Martinot, Marie‐Laure Paillère Martinot, Éric Artiges, Frauke Nees, Dimitri Papadopoulos Orfanos, Tomáš Paus, Luise Poustka, Sarah Hohmann, Sabina Millenet, Juliane H. Fröhner, Michael N. Smolka, Nilakshi Vaidya, Henrik Walter, Robert Whelan, Günter Schumann, Hugh Garavan",article,31.0,30
A5037781469,Alan K. Howe,2023-08-30,2023,the focal adhesion protein talin is a mechanically-gated a-kinase anchoring protein (akap),1,https://doi.org/10.1101/2023.08.20.554038,W4386028418,"Mingu Kang, Y Otani, Yanyu Guo, Jie Yan, Benjamin T. Goult, Alan K. Howe",preprint,31.0,6
A5023858070,Mary Cushman,2023-08-30,2023,strong protective effect of the<i>apol1</i>p.n264k variant against g2-associated focal segmental glomerulosclerosis and kidney disease,2,https://doi.org/10.1101/2023.08.02.23293554,W4385607094,"Yask Gupta, David J. Friedman, Michelle Mcnulty, Atlas Khan, Brandon M. Lane, Chen Wang, Juntao Ke, Gina Jin, Benjamin Wooden, Andrea L. Knob, Tze Y. Lim, Gerald B. Appel, Kinsie Huggins, Lili Liu, Adele Mitrotti, Megan C. Stangl, Andrew S. Bomback, Rik Westland, Monica Bodria, Maddalena Marasà, Ning Shang, David Cohen, Russell J. Crew, William Morello, Pietro A. Canetta, Jai Radhakrishnan, Jeremiah Martino, Qingxue Liu, Wendy K. Chung, Angelica Espinoza, Yuan Luo, Wei‐Qi Wei, QiPing Feng, Chunhua Weng, Yilu Fang, Iftikhar J. Kullo, Mohammadreza Naderian, Nita A. Limdi, Marguerite R. Irvin, Hemant K. Tiwari, Sumit Mohan, Maya K. Rao, Geoffrey K. Dube, Ninad S. Chaudhary, Orlando M. Gutiérrez, Suzanne E. Judd, Mary Cushman, Leslie A. Lange, Ethan M. Lange, Daniel L. Bivona, Miguel Verbitsky, Cheryl A. Winkler, Jeffrey B. Kopp, Dominick Santoriello, Ibrahim Batal, Sérgio Veloso Brant Pinheiro, Eduardo Oliveira, Ana Cristina Simões e Silva, Isabella Pisani, Enrico Fiaccadori, Fangming Lin, Loreto Gesualdo, Antonio Amoroso, Gian Marco Ghiggeri, Vivette D. D’Agati, Riccardo Magistroni, Eimear E. Kenny, Ruth J. F. Loos, Giovanni Montini, Friedhelm Hildebrandt, Dirk S. Paul, Slavé Petrovski, David B. Goldstein, Matthias Kretzler, Rasheed Gbadegesin, Ali G. Gharavi, Krzysztof Kiryluk, Matthew G. Sampson, Martin R. Pollak, Simone Sanna‐Cherchi",preprint,49.0,80
A5113777237,Robert Gramling,2023-08-30,2023,integration of palliative care consultation into the management of patients with chronic limb-threatening ischemia,0,https://doi.org/10.1016/j.ejvs.2023.07.027,W4385623219,"Tessa C. Cattermole, McKenna L. Schimmel, Rachel L. Carpenter, Peter Callas, Robert Gramling, Daniel J. Bertges, Katelynn Ferranti",article,37.0,7
A5013355577,Antonio Cepeda‐Benito,2023-08-30,2023,food addiction correlates with emotional and craving reactivity to industrially prepared (ultra-processed) and home-cooked (processed) foods but not unprocessed or minimally processed foods,10,https://doi.org/10.1016/j.foodqual.2023.104961,W4385652504,"Rafael Delgado-Rodríguez, María Moreno‐Padilla, Silvia Moreno‐Domínguez, Antonio Cepeda‐Benito",article,31.0,4
A5020275989,Yuanyuan Feng,2023-08-30,2023,sustainable preparation of high-calorific value and low-n and s energy products through the low-temperature alkali fusion of coal gasification fine ash,17,https://doi.org/10.1016/j.envres.2023.116802,W4385542975,"Zhichao Chen, Xiaodong Tian, Jian Hou, Zhengqi Li, Yong-Wei Xu, Yuanyuan Feng",article,17.0,6
A5090345791,Rebecca A. Aslakson,2023-08-29,2023,strategies to improve perioperative palliative care integration for seriously ill veterans,2,https://doi.org/10.1016/j.jpainsymman.2023.08.021,W4386204583,"Karleen F. Giannitrapani, Marzena Sasnal, Matthew McCaa, Adela Wu, Arden M. Morris, Natalie Connell, Rebecca A. Aslakson, Yael Schenker, Scott Shreve, Karl Lorenz",article,13.0,10
A5110213117,Adrian Ivakhiv,2023-08-28,2023,three ecologies,0,https://doi.org/10.4324/9781003176497-4,W4385580567,Adrian Ivakhiv,book-chapter,32.0,1
A5054296464,Laura J. May‐Collado,2023-08-27,2023,whistle repertoire and structure reflect ecotype distinction of pantropical spotted dolphins in the eastern tropical pacific,2,https://doi.org/10.1038/s41598-023-40691-8,W4385980752,"Manali Rege‐Colt, Julie N. Oswald, Joëlle De Weerdt, José David Palacios-Alfaro, Maia Austin, Emma Gagne, Jacqueline Maythé Morán Villatoro, Catherine T. Sahley, Gilma Alvarado-Guerra, Laura J. May‐Collado",article,18.0,10
A5014700972,Harold L. Dauerman,2023-08-27,2023,"cardiac catheterization, coronary intervention, and wait times for transcatheter aortic valve replacement",0,https://doi.org/10.1097/mca.0000000000001275,W4387393179,"Sudershan Srinivasan, Alexandra Novelli, Peter Callas, Tanush Gupta, Faye Straight, Harold L. Dauerman",article,27.0,6
A5005494593,Luis A. Duffaut Espinosa,2023-08-27,2023,improving frequency response with synthetic damping available from fleets of distributed energy resources,3,https://doi.org/10.1109/tpwrs.2023.3305435,W4385834315,"Hani Mavalizadeh, Luis A. Duffaut Espinosa, Mads Almassalkhi",article,16.0,3
A5110213117,Adrian Ivakhiv,2023-08-27,2023,introduction,0,https://doi.org/10.4324/9781003176497-1,W4385584253,"Antonio López, Adrian Ivakhiv, Stephen Rust, Miriam Tola, Alenda Y. Chang, Kiu-wai Chu",book-chapter,32.0,6
A5001775538,Hugh Garavan,2023-08-27,2023,association between vmpfc gray matter volume and smoking initiation in adolescents,12,https://doi.org/10.1038/s41467-023-40079-2,W4385835236,"Shitong Xiang, Tianye Jia, Chao Xie, Wei Cheng, Bader Chaarani, Tobias Banaschewski, Gareth J. Barker, Arun L.W. Bokde, Christian Büchel, Sylvane Desrivières, Herta Flor, Antoine Grigis, Penny Gowland, Rüdiger Brühl, Jean‐Luc Martinot, Marie‐Laure Paillère Martinot, Frauke Nees, Dimitri Papadopoulos Orfanos, Luise Poustka, Sarah Hohmann, Juliane H. Fröhner, Michael N. Smolka, Nilakshi Vaidya, Henrik Walter, Robert Whelan, Hugh Garavan, Günter Schumann, Barbara J. Sahakian, Trevor W. Robbins, Jianfeng Feng",article,31.0,30
A5010948910,Jessica DeMink-Carthew,2023-08-26,2023,navigating common challenges: guidance for educators in racial justice work,5,https://doi.org/10.1080/00940771.2023.2232265,W4385811210,"Jessica DeMink-Carthew, Kristie W. Smith, W. Keith Burgess, Susan Y. Leonard, Bogum Yoon, P. Gayle Andrews, James F. Nagle, Penny A. Bishop",article,8.0,8
A5035455593,Laurent Hébert‐Dufresne,2023-08-25,2023,multidisciplinary learning through collective performance favors decentralization,4,https://doi.org/10.1073/pnas.2303568120,W4385802718,"John Meluso, Laurent Hébert‐Dufresne",article,13.0,2
A5070850590,Jean-Gabriel Young,2023-08-24,2023,correction: impact and dynamics of hate and counter speech online,1,https://doi.org/10.1140/epjds/s13688-023-00393-7,W4386225590,"Joshua Garland, Keyan Ghazi-Zahedi, Jean-Gabriel Young, Laurent Hébert‐Dufresne, Mirta Galešić",article,11.0,5
A5023858070,Mary Cushman,2023-08-24,2023,urinary biomarkers of kidney tubule health and mortality in persons with ckd and diabetes mellitus,7,https://doi.org/10.34067/kid.0000000000000226,W4385514789,"George Vasquez‐Rios, Ronit Katz, Emily B. Levitan, Mary Cushman, Chirag R. Parikh, Paul L. Kimmel, Joseph V. Bonventre, Sushrut S. Waikar, Sarah J. Schrauben, Jason H. Greenberg, Mark J. Sarnak, Joachim H. Ix, Michael G. Shlipak, Orlando M. Gutiérrez",article,49.0,14
A5035455593,Laurent Hébert‐Dufresne,2023-08-24,2023,correction: impact and dynamics of hate and counter speech online,1,https://doi.org/10.1140/epjds/s13688-023-00393-7,W4386225590,"Joshua Garland, Keyan Ghazi-Zahedi, Jean-Gabriel Young, Laurent Hébert‐Dufresne, Mirta Galešić",article,13.0,5
A5087721092,Frances E. Carr,2023-08-23,2023,trβ agonism induces tumor suppression and enhances drug efficacy in anaplastic thyroid cancer in female mice,3,https://doi.org/10.1210/endocr/bqad135,W4386693985,"Noelle E. Gillis, Lauren Cozzens, Emily R Wilson, Noah M. Smith, Jennifer A. Tomczak, Eric L. Bolf, Frances E. Carr",article,47.0,7
A5080873801,Robert J. Kelm,2023-08-22,2023,aromatic residues dictate the transcriptional repressor and single-stranded dna binding activities of purine-rich element binding protein b,0,https://doi.org/10.1021/acs.biochem.3c00204,W4385709181,"Andrea Foote, Robert J. Kelm",article,39.0,2
A5048613602,Nicolas Perdrial,2023-08-22,2023,evaluating trace elements in urban forest soils across three contrasting new england usa towns and cities by pxrf and mass spectrometry,4,https://doi.org/10.1016/j.envpol.2023.122441,W4386242822,"Eric C. Sirkovich, Sandra L. Walser, Nicolas Perdrial, Justin B. Richardson",article,18.0,4
A5058304577,Anthony W. D’Amato,2023-08-19,2023,"relationships between juvenile tree survival and tree density, shrub cover and temperature vary by size class based on ratios of abundance",1,https://doi.org/10.1139/cjfr-2023-0097,W4385479169,"Lucas B. Harris, Christopher W. Woodall, Anthony W. D’Amato",article,21.0,3
A5023858070,Mary Cushman,2023-08-18,2023,acetylglutamine differentially associated with first-time versus recurrent stroke,3,https://doi.org/10.1007/s12975-023-01181-1,W4385476571,"Naruchorn Kijpaisalratana, Zsuzsanna Ament, Amit Patki, Varun Bhave, Alana Jones, Ana‐Lucia Garcia Guarniz, Catharine A. Couch, Mary Cushman, D. Leann Long, Marguerite R. Irvin, W. Taylor Kimberly",article,49.0,11
A5006901996,William S. Keeton,2023-08-18,2023,tree community overyielding during early stand development is explained by asymmetric species‐specific responses to diversity,6,https://doi.org/10.1111/1365-2435.14414,W4386020980,"Jon Urgoiti, Christian Messier, William S. Keeton, Alain Paquette",article,50.0,4
A5074235895,Marilyn J. Cipolla,2023-08-17,2023,differential effect of gold nanoparticles on cerebrovascular function and biomechanical properties,3,https://doi.org/10.14814/phy2.15789,W4386046764,"Ryan D. Hunt, Omid Sedighi, Wayne M. Clark, Amber L. Doiron, Marilyn J. Cipolla",article,43.0,5
A5014570718,Jason H. T. Bates,2023-08-15,2023,time controlled adaptive ventilation/airway pressure release ventilation can be used effectively in patients with or at high risk of acute respiratory distress syndrome “time is the soul of the world” pythagoras,1,https://doi.org/10.1097/ccm.0000000000006018,W4386116901,"Nader M. Habashi, Penny L. Andrews, Jason H. T. Bates, Luigi Camporota, Gary F. Nieman",article,34.0,5
