ego_aid,name,pub_date,pub_year,title,cited_by_count,doi,wid,authors,work_type,ego_age,nb_coauthors
A5081119848,Janet L. Stein,2023-03-24,2023,supplementary figure 1 from altered runx1 subnuclear targeting enhances myeloid cell proliferation and blocks differentiation by activating a mir-24/mkp-7/mapk network,0,https://doi.org/10.1158/0008-5472.22382849.v1,W4361832891,"Sayyed K. Zaidi, Christopher R. Dowdy, André J. van Wijnen, Jane B. Lian, Azra Raza, Janet L. Stein, Carlo M. Croce, Gary S. Stein",preprint,59.0,8
A5031362021,Jane B. Lian,2023-03-25,2023,data from ectopic runx2 expression in mammary epithelial cells disrupts formation of normal acini structure: implications for breast cancer progression,0,https://doi.org/10.1158/0008-5472.c.6500117,W4392684188,"Jitesh Pratap, Karen M. Imbalzano, Jean M. Underwood, Nathalie Cohet, Karthiga Devi Gokul, Jacqueline Akech, André J. van Wijnen, Janet L. Stein, Anthony N. Imbalzano, Jeffrey A. Nickerson, Jane B. Lian, Gary S. Stein",preprint,51.0,12
A5113777237,Robert Gramling,1997-01-02,1997,resource extraction and fluctuations in poverty: a case study,8,https://doi.org/10.1080/08941929709381011,W2135016660,"Sarah Brabant, Robert Gramling",article,11.0,2
A5070720713,Anne E. Dixon,2011-07-10,2011,does age impact the obese asthma phenotype?,71,https://doi.org/10.1378/chest.11-0675,W2160298624,"Jason E. Lang, Jobayer Hossain, Anne E. Dixon, David Shade, Robert A. Wise, Stephen P. Peters, John J. Lima",article,17.0,7
A5066307333,Emily L. Coderre,2022-03-28,2022,a pilot study using two novel fmri tasks: understanding theory of mind and emotion recognition among children with asd,1,https://doi.org/10.21203/rs.3.rs-1413689/v1,W4225347795,"Yu Han, Patricia Prelock, Emily L. Coderre, Joseph M. Orr",preprint,14.0,4
A5088271995,Osama F. Harraz,2018-10-03,2018,trpv4 and kras and fgfr1 gain-of-function mutations drive giant cell lesions of the jaw,72,https://doi.org/10.1038/s41467-018-06690-4,W2898541498,"Carolina Cavaliéri Gomes, Tenzin Gayden, Andrea Bajic, Osama F. Harraz, Jonathan Pratt, Hamid Nikbakht, Eric Bareke, Marina Gonçalves Diniz, Wagner Henriques Castro, Pascal St-Onge, Daniel Sinnett, HyeRim Han, Bárbara Rivera, Leonie G. Mikael, Nicolas Jay, Claudia L. Kleinman, Elvis Terci Valera, Angelia V. Bassenden, Albert M. Berghuis, Jacek Majewski, Mark T. Nelson, Ricardo Santiago Gomez, Nada Jabado",article,9.0,23
A5066791342,Josh Bongard,2020-11-30,2020,a soft robot that adapts to environments through shape change,20,https://doi.org/10.1038/s42256-020-00263-1,W3111399605,"Dylan Shah, Joshua Powers, Liana G. Tilton, Sam Kriegman, Josh Bongard, Rebecca Kramer‐Bottiglio",article,21.0,6
A5033544452,Bernard F. Cole,2007-04-25,2007,the role of the number of uninvolved lymph nodes in predicting locoregional recurrence in breast cancer,76,https://doi.org/10.1200/jco.2006.09.8152,W2108159039,"Per Karlsson, Bernard F. Cole, Karen N. Price, Alan S. Coates, Monica Castiglione‐Gertsch, Barry A. Gusterson, Elizabeth Murray, Jurij Lindtner, John P. Collins, Stig B. Holmberg, Martin F. Fey, Beat Thürlimann, Diana Crivellari, John Forbes, Richard D. Gelber, Aron Goldhirsch, Arne Wallgren",article,7.0,17
A5052355819,Matthew A. Caporizzo,2017-07-21,2017,abstract 13: suppressing microtubule detyrosination reduces stiffness and improves contractility in human cardiomyocytes,0,https://doi.org/10.1161/res.121.suppl_1.13,W4205686970,"Benjamin L. Prosser, Kenneth Bedi, Matthew A. Caporizzo, Christina Chen, Patrick Robison, Kenneth B. Margulies",article,6.0,6
A5113506566,D. G. Fletcher,2002-01-24,2002,studies of wall temperature effects on shock-wave/boundary layer interactions in hypersonic flows,0,https://doi.org/10.21611/qirt.2002.014,W2405092694,"Andrea Ciani, Sébastien Paris, D. G. Fletcher",article,15.0,3
A5081119848,Janet L. Stein,1979-10-25,1979,reassessment of histone gene expression during cell cycle in human cells by using homologous h4 histone cdna.,66,https://doi.org/10.1073/pnas.76.10.4995,W2072993595,"Siegfried Detke, Alex Lichtler, Ian Phillips, Janet L. Stein, Gary Stein",article,15.0,5
A5086838547,Pablo S. Bose,2011-01-02,2011,from cost–benefit analysis to ethics,0,https://doi.org/10.1017/cbo9780511973499.005,W2477333637,"Peter Penz, Jay Drydyk, Pablo S. Bose",book-chapter,9.0,3
A5060478670,Jeffrey S. Buzas,2003-03-20,2003,power and sample size calculations for generalized regression models with covariate measurement error,78,https://doi.org/10.1002/sim.1388,W2154347620,"Tor D. Tosteson, Jeffrey S. Buzas, Eugene Demidenko, Margaret R. Karagas",article,13.0,4
A5070850590,Jean-Gabriel Young,2022-05-16,2022,cutting through the noise to infer autonomous system topology,3,https://doi.org/10.1109/infocom48880.2022.9796874,W4283213705,"Kirtus G. Leyba, Joshua J. Daymude, Jean-Gabriel Young, M. E. J. Newman, Jennifer Rexford, Stephanie Forrest",article,10.0,6
A5058128585,Caroline Beer,2017-09-11,2017,making abortion laws in mexico: salience and autonomy in the policymaking process,19,https://doi.org/10.5129/001041517821864408,W2758475994,Caroline Beer,article,16.0,1
A5058304577,Anthony W. D’Amato,2009-01-23,2009,productivity relationships and developmental dynamics over 26 years within mixed aspen-white spruce stands in minnesota,0,,W1557708121,"Anthony W. D’Amato, Michael R. Reinikainen",article,7.0,2
A5058304577,Anthony W. D’Amato,2018-07-14,2018,decadal changes in tree range stability across forests of the eastern u.s.,21,https://doi.org/10.1016/j.foreco.2018.07.049,W2885898197,"Christopher W. Woodall, James A. Westfall, Anthony W. D’Amato, Jane R. Foster, Brian F. Walters",article,16.0,5
A5053327116,Mads Almassalkhi,2022-08-29,2022,control of aggregate air-conditioning load using packetized energy concepts,1,https://doi.org/10.1109/ccta49430.2022.9966155,W4312439003,"Oluwagbemileke Oyefeso, Gregory S. Ledva, Mads Almassalkhi, Ian A. Hiskens, Johanna L. Mathieu",article,11.0,5
A5088601829,Kalev Freeman,2024-09-27,2024,selected nutritional supplements,0,https://doi.org/10.1016/b978-0-443-19100-8.00011-7,W4402691937,"Adam Killpartrick, Kalev Freeman, Mary McHenry, M. Vayda, Mingruo Guo",book-chapter,36.0,5
A5041409879,Julia Perdrial,2018-12-04,2018,carbon and nutrient loss from forest mesocosms during plant-microbe phenological asynchronies,0,,W3132817348,"Stephanie M. Juice, C. Roy Adair, Paul G. Schaberg, Gary J. Hawley, Alexandra Kosiba, Clinton Waite, D. Wang, Julia Perdrial",article,10.0,8
A5023858070,Mary Cushman,2014-09-15,2014,"the postthrombotic syndrome: evidence-based prevention, diagnosis, and treatment strategies",524,https://doi.org/10.1161/cir.0000000000000130,W1965821124,"Susan R. Kahn, Anthony J. Comerota, Mary Cushman, Natalie S Evans, Jeffrey S. Ginsberg, Neil A. Goldenberg, Deepak K. Gupta, Paolo Prandoni, Suresh Vedantham, M. Eileen Walsh, Jeffrey I. Weitz",article,40.0,11
A5031362021,Jane B. Lian,2002-06-17,2002,activation of the bone-related runx2/cbfa1 promoter in mesenchymal condensations and developing chondrocytes of the axial skeleton,57,https://doi.org/10.1016/s0925-4773(02)00050-3,W2050748080,"Christopher J. Lengner, Hicham Drissi, Je‐Yong Choi, André J. van Wijnen, Janet L. Stein, Gary S. Stein, Jane B. Lian",article,30.0,7
A5005388341,Samuel Chevalier,2020-08-13,2020,a bayesian framework for power system components identification,1,https://doi.org/10.1109/pesgm41954.2020.9281790,W3114761561,"Artem Mikhalev, Alexander Emchinov, Samuel Chevalier, Yury Maximov, Petr Vorobev",article,20.0,5
A5019605511,Julie A. Dumas,2020-05-27,2020,early adolescent gender diversity and mental health in the adolescent brain cognitive development study,54,https://doi.org/10.1111/jcpp.13248,W3031469422,"Alexandra Potter, Sarahjane Dube, Nicholas Allgaier, Hannah Loso, Masha Y. Ivanova, Lisa C. Barrios, Susan Y. Bookheimer, Bader Chaarani, Julie A. Dumas, Sarah Feldstein‐Ewing, Edward G. Freedman, Hugh Garavan, Elizabeth A. Hoffman, Erin McGlade, Leah Robin, Michelle M. Johns",article,19.0,16
A5034560073,E. Carol Adair,2014-05-20,2014,can nitrogen fertilization aid restoration of mature tree productivity in degraded dryland riverine ecosystems?,9,https://doi.org/10.1111/rec.12104,W2120074478,"Douglas C. Andersen, E. Carol Adair, S. Mark Nelson, Dan Binkley",article,12.0,4
A5101907134,Mingruo Guo,2018-09-18,2018,effect of sodium triphosphate on particle size of heat‐induced whey protein concentrate aggregates,7,https://doi.org/10.1002/fsn3.665,W2889879109,"Diru Liu, Jianjun Cheng, Changhui Zhao, Mingruo Guo",article,23.0,4
A5001775538,Hugh Garavan,2009-06-09,2009,impaired error awareness and anterior cingulate cortex hypoactivity in chronic cannabis users,288,https://doi.org/10.1038/npp.2009.67,W2075128941,"Robert Hester, Liam J. Nestor, Hugh Garavan",article,17.0,3
A5066791342,Josh Bongard,2024-07-21,2024,evolving form and function: dual-objective optimization in neural symbolic regression networks,0,https://doi.org/10.1145/3638529.3654030,W4400412688,"Amanda Bertschinger, James P. Bagrow, Josh Bongard",article,25.0,3
A5065504214,Eva Wollenberg,2017-04-16,2017,a rough estimate of the proportion of global emissions from agriculture due to smallholders,8,,W2608238170,"Sonja Vermeulen, Eva Wollenberg",article,26.0,2
A5023858070,Mary Cushman,2020-04-09,2020,successful model for guideline implementation to prevent cancer-associated thrombosis: venous thromboembolism prevention in the ambulatory cancer clinic,38,https://doi.org/10.1200/jop.19.00697,W3014298401,"Chris E. Holmes, Steven Ades, Susan C. Gilchrist, Daniel Douce, Karen Libby, B Rogala, Emily Parenteau, Mary Cushman, Allison Kaigle Holm",article,46.0,9
A5005388341,Samuel Chevalier,2024-06-04,2024,"a parallelized, adam-based solver for reserve and security constrained ac unit commitment",0,https://doi.org/10.1016/j.epsr.2024.110685,W4400109266,Samuel Chevalier,article,24.0,1
A5103217263,Gary S. Stein,2000-01-13,2000,developmental regulation of thyrotropin receptor gene expression in the fetal and neonatal rat thyroid: relation to thyroid morphology and to thyroid-specific gene expression<sup>1</sup>,32,https://doi.org/10.1210/endo.141.1.7258,W2006965520,"Rosalind S. Brown, Victoria Shalhoub, Sarah Coulter, Sharon Alex, Isabelle Joris, William De Vito, Jane B. Lian, Gary S. Stein",article,45.0,8
A5040821463,Peter Sheridan Dodds,2017-10-24,2017,forecasting the onset and course of mental illness with twitter data,364,https://doi.org/10.1038/s41598-017-12961-9,W2962848499,"Andrew Reece, Andrew J. Reagan, Katharina Lix, Peter Sheridan Dodds, Christopher M. Danforth, Ellen J. Langer",article,18.0,6
A5014700972,Harold L. Dauerman,2023-02-18,2023,trends and predictors of short length of stay following transcatheter aortic valve replacement,5,https://doi.org/10.1016/j.carrev.2023.02.007,W4320731568,"Anand Muthu Krishnan, George Zhang, Toishi Sharma, Fuyuki Hirashima, Harold L. Dauerman, Rony Lahoud",article,27.0,6
A5014700972,Harold L. Dauerman,2021-08-27,2021,acute kidney injury and renin-angiotensin system inhibition following transcatheter aortic valve replacement,5,https://doi.org/10.25270/jic/20.00619,W3190417723,"Newton Phuong, Richard Solomon, Michael DeSarno, Martin M. LeWinter, Joshua T. Zimmer, Harold L. Dauerman",article,25.0,6
A5058304577,Anthony W. D’Amato,2025-04-15,2025,"effects of harvest treatments anticipating emerald ash borer invasion on northern hardwood forests in new england, usa",0,https://doi.org/10.1016/j.foreco.2025.122748,W4409906888,"H. G. Higgins, Anthony W. D’Amato, Nathan W. Siegert",article,23.0,3
A5005494593,Luis A. Duffaut Espinosa,2021-06-24,2021,a methodology for quantifying flexibility in a fleet of diverse ders,5,https://doi.org/10.1109/powertech46648.2021.9494864,W3191728109,"Adil Khurram, Luis A. Duffaut Espinosa, Mads Almassalkhi",article,14.0,3
A5050393620,Bin Deng,2011-08-07,2011,[identification and denitrification characteristics of an aerobic denitrifier].,1,,W2424783583,"Weifen Li, Luo‐Qin Fu, Bin Deng, Nannan Chen, Xuxia Zhou",article,16.0,5
A5029896488,Sara Helms Cahan,2016-10-09,2016,climatic warming destabilizes forest ant communities,67,https://doi.org/10.1126/sciadv.1600842,W2541360221,"Sarah E. Diamond, Lauren M. Nichols, Shannon L. Pelini, Clint A. Penick, Grace W. Barber, Sara Helms Cahan, Robert R. Dunn, Aaron M. Ellison, Nathan J. Sanders, Nicholas J. Gotelli",article,18.0,10
A5113777237,Robert Gramling,1998-09-19,1998,linked to what? economic linkages in an extractive economy,64,https://doi.org/10.1080/08941929809381103,W2148157268,"William R. Freudenburg, Robert Gramling",article,12.0,2
A5050101738,Matthias Brewer,2003-01-20,2003,design and synthesis of substrate‐based inhibitors of botulinum neurotoxin type b metalloprotease,24,https://doi.org/10.1002/bip.10590,W2052778687,"Thorsten Oost, Chanokporn Sukonpan, Matthias Brewer, Michael C. Goodnough, William H. Tepp, Eric A. Johnson, Daniel H. Rich",article,2.0,7
A5015787795,Stephen T. Higgins,2018-04-07,2018,a multicomponent behavioral intervention for smoking cessation during pregnancy: a nonconcurrent multiple-baseline design,22,https://doi.org/10.1093/tbm/iby027,W2798169643,"Xiaozhong Wen, Rina D. Eiden, Faye E. Justicia-Linde, Youfa Wang, Stephen T. Higgins, Nicolas Thor, Arsalan Haghdel, Ariel R Peters, Leonard H. Epstein",article,36.0,9
A5023858070,Mary Cushman,1997-01-25,1997,dietary vitamin and stability of oral anticoagulation: proposal of a diet with constant vitamin k1 content,78,https://doi.org/10.1055/s-0038-1655997,W2462438782,"Sarah L. Booth, Jacqueline M Charnley, James A. Sadowski, Edward Saltzman, Edwin G. Bovill, Mary Cushman",article,23.0,6
A5085232359,Nicholas J. Gotelli,2017-05-12,2017,"a comprehensive framework for the study of species co‐occurrences, nestedness and turnover",52,https://doi.org/10.1111/oik.04166,W2610756078,"Werner Ulrich, Wojciech Kryszewski, Piotr Sewerniak, Radosław Puchałka, Giovanni Strona, Nicholas J. Gotelli",article,35.0,6
A5046430560,Emily A. Bruce,2023-05-06,2023,viral infectivity in paediatric sars-cov-2 clinical samples does not vary by age,0,https://doi.org/10.1099/acmi.0.000547.v4,W4378472552,"Madaline M. Schmidt, Hannah W. Despres, David J. Shirley, Michael E. Bose, Kate C McCaul, Jessica W. Crothers, Kelly J. Henrickson, Benjamin Lee, Emily A. Bruce",article,13.0,9
A5069684912,Randall L. Headrick,2004-03-30,2004,structure and electrical properties of oriented of anthracene and pentacene thin films,0,,W3118355307,"Hua Zhou, Binran Wang, Lan Zhou, Randall L. Headrick, Ricardo Ruiz, Alex C. Mayer, George G. Malliaras, A. Kazimirov",article,20.0,8
A5031362021,Jane B. Lian,1989-01-13,1989,"the chemistry and biology of mineralized tissues : proceedings of the third international conference on the chemistry and biology of mineralized tissues, held in chatham, massachusetts on october 16-21, 1988",2,,W627475473,"Melvin J. Glimcher, Jane B. Lian",book,17.0,2
A5041011145,Brent L. Lockwood,2012-04-20,2012,functional determinants of temperature adaptation in enzymes of cold- versus warm-adapted mussels (genus mytilus),56,https://doi.org/10.1093/molbev/mss111,W2097340329,"Brent L. Lockwood, George N. Somero",article,23.0,2
A5064679606,Brian Beckage,2025-04-21,2025,"climate change and opinion dynamics models: linking individual, social, and institutional level changes",0,https://doi.org/10.1016/j.cobeha.2025.101528,W4409834723,"Yoon Ah Shin, Sara Constantino, Brian Beckage, Katherine Lacasse",article,26.0,4
A5085232359,Nicholas J. Gotelli,1993-10-11,1993,a general model of metapopulation dynamics,61,https://doi.org/10.2307/3545306,W2335721509,"Nicholas J. Gotelli, Walter G. Kelley",article,11.0,2
A5063974887,Donna J. Toufexis,2011-10-28,2011,"dihydrotestosterone differentially modulates the cortisol response of the hypothalamic–pituitary–adrenal axis in male and female rhesus macaques, and restores circadian secretion of cortisol in females",21,https://doi.org/10.1016/j.brainres.2011.10.024,W2063669178,"Donna J. Toufexis, Mark E. Wilson",article,15.0,2
A5052355819,Matthew A. Caporizzo,2021-02-03,2021,pathogenic lmna variants disrupt cardiac lamina-chromatin interactions and de-repress alternative fate genes,93,https://doi.org/10.1016/j.stem.2020.12.016,W3126901412,"Parisha P. Shah, Wenjian Lv, Joshua H. Rhoades, Andrey Poleshko, Deepti Abbey, Matthew A. Caporizzo, Ricardo Linares-Saldana, Julie Heffler, Nazish Sayed, Dilip Thomas, Qiaohong Wang, L. Stanton, Kenneth Bedi, Michael P. Morley, Thomas P. Cappola, Anjali Owens, Kenneth B. Margulies, David B. Frank, Joseph C. Wu, Daniel J. Rader, Wenli Yang, Benjamin L. Prosser, Kiran Musunuru, Rajan Jain",article,10.0,24
A5001775538,Hugh Garavan,2023-05-07,2023,"drinking motives, personality traits and life stressors—identifying pathways to harmful alcohol use in adolescence using a panel network approach",13,https://doi.org/10.1111/add.16231,W4375951102,"René Freichel, Janine Pfirrmann, Janna Cousijn, Peter J. de Jong, Ingmar H. A. Franken, Tobias Banaschewski, Arun L.W. Bokde, Sylvane Desrivières, Herta Flor, Antoine Grigis, Hugh Garavan, Andreas Heinz, Jean‐Luc Martinot, Marie‐Laure Paillère Martinot, Éric Artiges, Frauke Nees, Dimitri Papadopoulos Orfanos, Luise Poustka, Sarah Hohmann, Juliane H. Fröhner, Michael N. Smolka, Nilakshi Vaidya, Robert Whelan, Günter Schumann, Henrik Walter, Ilya M. Veer, Reínout W. Wiers",article,31.0,27
A5023858070,Mary Cushman,1996-02-29,1996,"cheminform abstract: a novel oxidative cyclization of 2′‐hydroxychalcones to 4,5‐ dialkoxyaurones by thallium(iii) nitrate.",0,https://doi.org/10.1002/chin.199609118,W4247627651,"Kshitij Thakkar, Mary Cushman",article,22.0,2
A5014570718,Jason H. T. Bates,2019-01-27,2019,analyzing complex medical image information: convolution versus wavelets in a neural net,1,https://doi.org/10.1007/978-3-030-10940-0_5,W2946761325,"Jason H. T. Bates, Elena A. Doty, C. Matthew Kinsey",book-chapter,30.0,3
A5053147031,Gerald M. Herrera,2023-05-13,2023,muscarinic receptor-induced contractility of mouse urinary bladder strips is not influenced by the urothelium,0,https://doi.org/10.1152/physiol.2023.38.s1.5731238,W4378649421,"Hannah Fallon, Thomas J. Heppner, Grant M. Henning, Mark T. Nelson, Gerald M. Herrera",article,28.0,5
A5074355050,Andrea J. Etter,2025-03-11,2025,large-scale phenotypic and genomic analysis of <i>listeria monocytogenes</i> reveals diversity in the sensitivity to quaternary ammonium compounds but not to peracetic acid,2,https://doi.org/10.1128/aem.01829-24,W4408152709,"Mirena Ivanova, Martin Laage Kragh, Judit Szarvas, Elif Seyda Tosun, Natacha Friis Holmud, Alexander Gmeiner, Corinne Amar, Claudia Guldimann, TuAnh N. Huynh, Renáta Karpíšková, C. Rota, Diego Gómez, Eurydice Aboagye, Andrea J. Etter, Patrizia Centorame, Marina Torresi, Maria Elisabetta De Angelis, Francesco Pomilio, Anders H. Okholm, Yinghua Xiao, Sylvia Kleta, Stefanie Lüth, Ariane Pietzka, Jovana Kovačević, Franco Pagotto, Kathrin Rychli, Irena Zdovc, Bojan Papić, Even Heir, Solveig Langsrud, Trond Møretrø, Phillip Brown, Sophia Kathariou, Roger Stephan, Taurai Tasara, Paw Dalgaard, Patrick Murigu Kamau Njage, Annette Fagerlund, Frank M. Aarestrup, Lisbeth Truelstrup Hansen, Pimlapas Leekitcharoenphon",article,8.0,41
A5016548616,Emily H. Belarmino,2021-08-01,2021,the food bank and food pantries help food insecure participants maintain fruit and vegetable intake during covid-19,32,https://doi.org/10.3389/fnut.2021.673158,W3190124968,"Farryl Bertmann, Katherine Rogomentich, Emily H. Belarmino, Meredith T. Niles",article,1.0,4
A5001775538,Hugh Garavan,2023-02-26,2023,conduct problems are associated with accelerated thinning of emotion-related cortical regions in a community-based sample of adolescents,4,https://doi.org/10.1016/j.pscychresns.2023.111614,W4320921313,"Matthew D. Albaugh, James J. Hudziak, Philip A. Spechler, Bader Chaarani, Claude Lepage, Seun Jeon, Pierre Rioux, Alan C. Evans, Tobias Banaschewski, Arun L.W. Bokde, Sylvane Desrivières, Herta Flor, Penny Gowland, Andreas Heinz, Bernd Ittermann, Jean‐Luc Martinot, Marie‐Laure Paillère Martinot, Frauke Nees, Dimitri Papadopoulos Orfanos, Luise Poustka, Sabina Millenet, Juliane H. Fröhner, Michael N. Smolka, Henrik Walter, Robert Whelan, Günter Schumann, Alexandra Potter, Hugh Garavan",article,31.0,28
A5001775538,Hugh Garavan,2010-07-04,2010,"language, motor and speed of processing deficits in adolescents with subclinical psychotic symptoms",93,https://doi.org/10.1016/j.schres.2010.05.028,W2066093290,"Mathieu Blanchard, Sarah Jacobson, Mary Clarke, Dearbhla Connor, Ian Kelleher, Hugh Garavan, Michelle Harley, Mary Cannon",article,18.0,8
A5000554558,Bryan A. Ballif,2003-01-07,2003,fyn tyrosine kinase is a critical regulator of disabled-1 during brain development,279,https://doi.org/10.1016/s0960-9822(02)01397-0,W2072021181,"Lionel Arnaud, Bryan A. Ballif, Eckart Förster, Jonathan A. Cooper",article,7.0,4
A5072210910,Anne J. Jefferson,2004-05-24,2004,"the impact of geologic heterogeneity on stream temperatures in the mckenzie river, oregon: implications for climate change and land use",0,,W3150406530,"Michael Farrell, C. Tague, Gordon E. Grant, Anne J. Jefferson, Simon L. Lewis",article,0.0,5
A5041409879,Julia Perdrial,2018-01-14,2018,weathering dynamics in the acid impacted sleepers river: combining observations of stream and soil data,0,https://doi.org/10.1130/abs/2018ne-311304,W2795696121,"Jesse Armfield, Alex Gagnon, Julia Perdrial, Jack Ehrenkranz, Nicolas Perdrial, Malayika Cincotta, Donald S. Ross, James B. Shanley, Scott W. Bailey, Peter C. Ryan",article,10.0,10
A5042340308,Betsy Hoza,2017-03-25,2017,"young adult outcomes in the follow‐up of the multimodal treatment study of attention‐deficit/hyperactivity disorder: symptom persistence, source discrepancy, and height suppression",255,https://doi.org/10.1111/jcpp.12684,W2594813461,"James M. Swanson, L. Eugene Arnold, Brooke S. G. Molina, Margaret H. Sibley, Lily Hechtman, Stephen P. Hinshaw, Howard Abikoff, Annamarie Stehli, Elizabeth B. Owens, John T. Mitchell, Quyen Nichols, Howard E. Barbaree, Laurence L. Greenhill, Betsy Hoza, Jeffrey H. Newcorn, Peter S. Jensen, Benedetto Vitiello, Timothy Wigal, Jeffery N. Epstein, Leanne Tamm, Kimberley D. Lakes, James G. Waxmonsky, Marc Lerner, Joy Etcovitch, Desiree W. Murray, Maximilian Muenke, Maria T. Acosta, Mauricio Arcos‐Burgos, William E. Pelham, Helena C. Kraemer",article,30.0,30
A5031362021,Jane B. Lian,1995-01-03,1995,developmental stage-specific cellular responses to vitamin d and glucocorticoids during differentiation of the osteoblast phenotype: interrelationship of morphology and gene expression by in situ hybridization,96,https://doi.org/10.1006/excr.1995.1031,W1997141346,"Shirwin M. Pockwinse, Janet L. Stein, Jane B. Lian, Gary S. Stein",article,23.0,4
A5069684912,Randall L. Headrick,2023-12-10,2023,(invited) understanding plasma-assisted atomic layer epitaxy of inn and opportunities for collaboration through the office of naval research global,0,https://doi.org/10.1149/ma2023-02321570mtgabs,W4391638930,"Charles R. Eddy, Neeraj Nepal, J. Woodward, Peco Myint, Chenyu Wang, Xiaozhi Zhang, Lutz Wiegart, Andrei Fluerasu, Randall L. Headrick, Karl Ludwig",article,39.0,10
A5079985070,Rachelle K. Gould,2020-05-02,2020,how ecosystem services research can advance ecological economics principles,1,https://doi.org/10.4337/9781789900958.00017,W3029495003,"Rachelle K. Gould, Taylor Ricketts, Richard B. Howarth, Svenja Telle, Tatiana M. Gladkikh, Stephen Posner, Jesse D. Gourevitch, Yuki Yoshida",book-chapter,25.0,8
A5087721092,Frances E. Carr,2018-05-27,2018,thyroid hormone receptor β suppression of runx2 is mediated by brahma-related gene 1–dependent chromatin remodeling,16,https://doi.org/10.1210/en.2018-00128,W2802123599,"Noelle E. Gillis, Thomas H. Taber, Eric L. Bolf, Caitlin M. Beaudet, Jennifer A. Tomczak, Jeffrey H. White, Janet L. Stein, Gary S. Stein, Jane B. Lian, Seth Frietze, Frances E. Carr",article,42.0,11
A5065482485,Andrew Barnaby,2018-09-26,2018,"debt immense: the freudian satan, yet once more",0,https://doi.org/10.5325/miltonstudies.60.1-2.0183,W3147599436,Andrew Barnaby,article,27.0,1
A5001775538,Hugh Garavan,2016-03-21,2016,neural basis of reward anticipation and its genetic determinants,66,https://doi.org/10.1073/pnas.1503252113,W2309303106,"Tianye Jia, Christine Macare, Sylvane Desrivières, Dante A. Gonzalez, Chenyang Tao, Xiaoxi Ji, Barbara Ruggeri, Frauke Nees, Tobias Banaschewski, Gareth J. Barker, Arun L.W. Bokde, Uli Bromberg, Christian Büchel, Patricia Conrod, Rachel Dove, Vincent Frouin, Jürgen Gallinat, Hugh Garavan, Penny Gowland, Andreas Heinz, Bernd Ittermann, Mark Lathrop, Hervé Lemaître, Jean‐Luc Martinot, Tomáš Paus, Zdenka Pausová, Jean‐Baptiste Poline, Marcella Rietschel, Trevor W. Robbins, Michael N. Smolka, Christian P. Müller, Jianfeng Feng, Adrian Rothenfluh, Herta Flor, Günter Schumann, Lisa Albrecht, Mercedes Arroyo, Éric Artiges, Semiha Aydın, Christine Bach, Tobias Banaschewski, Alexis Barbot, Gareth J. Barker, Arun L.W. Bokde, Zuleima Bricaud, Uli Bromberg, Ruediger Bruehl, Christian Büchel, Anna Cattrell, Patricia Conrod, Katharina Czech, Jeffrey W. Dalley, Sylvane Desrivières, Tahmine Fadai, Herta Flor, Vincent Frouin, Jürgen Gallinat, Hugh Garavan, Fanny Gollier Briand, Penny Gowland, Bert Heinrichs, Andreas Heinz, Thomas Hübner, Albrecht Ihlenfeld, Alex Ing, Bernd Ittermann, Tianye Jia, Jennifer Jones, Eleanor Kennedy, Dirk Lanzerath, Mark Lathrop, Claire Lawrence, Hervé Lemaître, Katharina Lüdemann, Christine Macare, Karl Mann, Adam C. Mar, Jean‐Luc Martinot, Eva Mennigen, Fabiana Mesquita de Carvahlo, Kathrin Müller, Frauke Nees, Charlotte Nymberg, Marie-Laure Paillère, Tomáš Paus, Zdenka Pausová, Jean‐Baptiste Poline, Luise Poustka, Erin Burke Quinlan, J.H. Reuter, Stephan Ripke, Trevor W. Robbins, Guillaume Robert, Sarah Rodehacke, Barbara Ruggeri, Barbara Ruggeri, Dirk Schmidt, Sophia Schneider, Herta Flor, Michael N. Smolka",article,24.0,100
A5015787795,Stephen T. Higgins,2016-11-28,2016,electronic cigarette expectancies in smokers with psychological distress,19,https://doi.org/10.18001/trs.3.1.11,W2550965545,"Mollie E. Miller, Jennifer W. Tidey, Damaris J. Rohsenow, Stephen T. Higgins",article,34.0,4
A5081119848,Janet L. Stein,1984-12-02,1984,coordinate replication of members of the multigene family of core and h1 human histone genes.,22,https://doi.org/10.1073/pnas.81.24.7723,W2048817297,"M. Anwar Iqbal, Mark Plumb, Janet L. Stein, Gary Stein, Carl L. Schildkraut",article,20.0,5
A5079985070,Rachelle K. Gould,2020-08-12,2020,"“so much for access:” difference, benefits, and barriers at hawaii’s shorelines",4,https://doi.org/10.1080/00167428.2020.1812069,W3069368960,"Rachelle K. Gould, Cheryl Morse, Jill Brooks, Alison Adams",article,25.0,4
A5058854710,Melissa H. Pespeni,2006-06-10,2006,activation of the stress protein response prevents the development of pulmonary edema by inhibiting vegf cell signaling in a model of lung ischemia‐reperfusion injury in rats,49,https://doi.org/10.1096/fj.05-4708fje,W2121771103,"Micaela Godzich, Maki Hodnett, James A. Frank, George Su, Melissa H. Pespeni, Ariel Angel, Marybeth Howard, Michael A. Matthay, Jean‐François Pittet, Micaela Godzich, Maki Hodnett, James A. Frank, George Su, Melissa H. Pespeni, Ariel Angel, Marybeth Howard, Michael A. Matthay, Jean‐François Pittet",article,2.0,18
